,frame_id,object_id,xmin,ymin,xmax,ymax,RWRefX,RWRefY
138,55.0,1,561.0,3.0,717.0,469.0,-0.27411577105522156,0.6904535889625549
139,55.0,3,458.0,2.0,571.0,269.0,-0.5956591963768005,0.38289913535118103
140,56.0,1,853.0,62.0,1037.0,563.0,-0.12299036234617233,1.4463706016540527
141,56.0,3,554.0,4.0,710.0,470.0,-0.27250805497169495,0.6731613874435425
142,56.0,2,451.0,0.0,566.0,271.0,-0.5924437642097473,0.36807721853256226
143,57.0,3,860.0,63.0,1046.0,563.0,-0.12299036234617233,1.4661331176757812
144,57.0,1,548.0,3.0,705.0,469.0,-0.27411577105522156,0.6595746278762817
145,57.0,2,446.0,0.0,562.0,269.0,-0.5956591963768005,0.35696080327033997
146,58.0,1,866.0,63.0,1053.0,561.0,-0.12620580196380615,1.4821901321411133
147,58.0,3,548.0,8.0,704.0,470.0,-0.27250805497169495,0.6583394408226013
148,58.0,2,449.0,1.0,564.0,267.0,-0.5988746285438538,0.3631365895271301
149,59.0,3,867.0,63.0,1055.0,560.0,-0.12781351804733276,1.4858956336975098
150,59.0,1,548.0,11.0,703.0,470.0,-0.27250805497169495,0.6571043133735657
151,59.0,2,449.0,1.0,566.0,266.0,-0.6004823446273804,0.3656069040298462
152,60.0,1,872.0,62.0,1060.0,559.0,-0.12942123413085938,1.4982472658157349
153,60.0,3,545.0,8.0,701.0,469.0,-0.27411577105522156,0.6509284973144531
154,60.0,2,436.0,0.0,546.0,257.0,-0.6149517893791199,0.32484668493270874
155,61.0,3,880.0,65.0,1066.0,558.0,-0.131028950214386,1.5155394077301025
156,61.0,1,544.0,12.0,698.0,470.0,-0.27250805497169495,0.645987868309021
157,61.0,2,430.0,0.0,538.0,259.0,-0.6117363572120667,0.3075544536113739
158,62.0,3,884.0,67.0,1071.0,563.0,-0.12299036234617233,1.526655912399292
159,62.0,1,543.0,10.0,696.0,468.0,-0.27572348713874817,0.6422824263572693
160,62.0,2,423.0,0.0,531.0,263.0,-0.6053054928779602,0.29026225209236145
161,63.0,3,888.0,74.0,1075.0,572.0,-0.10852090269327164,1.5365371704101562
162,63.0,1,543.0,5.0,695.0,463.0,-0.2837620675563812,0.6410472393035889
163,63.0,2,417.0,0.0,523.0,262.0,-0.6069132089614868,0.2729700207710266
164,64.0,3,886.0,78.0,1079.0,593.0,-0.0747588500380516,1.5390074253082275
165,64.0,1,540.0,1.0,693.0,466.0,-0.2789389193058014,0.6348714828491211
166,64.0,2,407.0,3.0,516.0,279.0,-0.5795820355415344,0.2519723176956177
167,65.0,3,885.0,80.0,1079.0,601.0,-0.06189711019396782,1.537772297859192
168,65.0,2,539.0,0.0,692.0,467.0,-0.2773312032222748,0.6324011087417603
169,65.0,1,404.0,3.0,514.0,287.0,-0.5667203068733215,0.24579653143882751
170,66.0,3,883.0,81.0,1082.0,615.0,-0.03938907012343407,1.5390074253082275
171,66.0,1,538.0,0.0,689.0,465.0,-0.280546635389328,0.6274604797363281
172,66.0,2,403.0,2.0,512.0,288.0,-0.5651125907897949,0.24209105968475342
173,67.0,3,882.0,83.0,1083.0,628.0,-0.018488746136426926,1.5390074253082275
174,67.0,2,534.0,0.0,685.0,466.0,-0.2789389193058014,0.6175792217254639
175,67.0,1,403.0,4.0,509.0,286.0,-0.5683280229568481,0.23838558793067932
176,68.0,3,881.0,85.0,1084.0,639.0,-0.0008038585656322539,1.5390074253082275
177,68.0,1,532.0,2.0,679.0,458.0,-0.2918006479740143,0.6076979637145996
178,68.0,2,403.0,7.0,507.0,285.0,-0.5699357390403748,0.23591527342796326
179,69.0,3,881.0,90.0,1083.0,647.0,0.012057878077030182,1.537772297859192
180,69.0,2,530.0,4.0,673.0,451.0,-0.30305469036102295,0.5978167057037354
181,69.0,1,400.0,8.0,505.0,289.0,-0.5635048747062683,0.2297394722700119
182,70.0,3,880.0,94.0,1083.0,654.0,0.023311898112297058,1.5365371704101562
183,70.0,2,529.0,6.0,667.0,433.0,-0.33199357986450195,0.5891705751419067
184,70.0,1,397.0,8.0,502.0,291.0,-0.5602894425392151,0.2223285287618637
185,71.0,3,880.0,95.0,1082.0,657.0,0.02813505008816719,1.5353020429611206
186,71.0,2,529.0,7.0,666.0,426.0,-0.34324759244918823,0.5879354476928711
187,71.0,1,395.0,9.0,501.0,292.0,-0.5586817264556885,0.21862304210662842
188,72.0,3,881.0,98.0,1081.0,660.0,0.03295820206403732,1.5353020429611206
189,72.0,2,527.0,18.0,660.0,429.0,-0.3384244441986084,0.5780541896820068
190,72.0,1,392.0,4.0,501.0,295.0,-0.5538585782051086,0.21491757035255432
191,73.0,3,880.0,98.0,1081.0,664.0,0.03938907012343407,1.5340667963027954
192,73.0,2,516.0,6.0,652.0,427.0,-0.3416398763656616,0.5545861721038818
193,73.0,1,389.0,6.0,498.0,296.0,-0.5522508025169373,0.20750662684440613
194,74.0,3,880.0,98.0,1081.0,668.0,0.04581993818283081,1.5340667963027954
195,74.0,2,511.0,2.0,647.0,429.0,-0.3384244441986084,0.5422345399856567
196,74.0,1,384.0,7.0,497.0,302.0,-0.5426045060157776,0.20009566843509674
197,75.0,3,878.0,100.0,1081.0,679.0,0.06350483000278473,1.5315965414047241
198,75.0,1,509.0,0.0,646.0,430.0,-0.3368167281150818,0.538529098033905
199,75.0,2,378.0,4.0,494.0,309.0,-0.5313504934310913,0.18897925317287445
200,76.0,3,878.0,101.0,1081.0,684.0,0.07154341042041779,1.5315965414047241
201,76.0,2,507.0,0.0,643.0,430.0,-0.3368167281150818,0.5323532819747925
202,76.0,1,373.0,3.0,487.0,305.0,-0.5377813577651978,0.17415735125541687
203,77.0,3,877.0,101.0,1081.0,685.0,0.0731511265039444,1.530361294746399
204,77.0,1,506.0,0.0,641.0,430.0,-0.3368167281150818,0.5286478400230408
205,77.0,2,371.0,3.0,485.0,303.0,-0.540996789932251,0.16921670734882355
206,78.0,3,877.0,99.0,1081.0,688.0,0.07797428220510483,1.530361294746399
207,78.0,2,506.0,0.0,639.0,429.0,-0.3384244441986084,0.5261775255203247
208,78.0,1,365.0,4.0,477.0,303.0,-0.540996789932251,0.1519244909286499
209,79.0,3,877.0,98.0,1081.0,689.0,0.07958199828863144,1.530361294746399
210,79.0,1,505.0,0.0,637.0,421.0,-0.3512862026691437,0.5224720239639282
211,79.0,2,359.0,7.0,465.0,297.0,-0.5506430864334106,0.12969164550304413
212,80.0,3,877.0,97.0,1081.0,689.0,0.07958199828863144,1.530361294746399
213,80.0,2,502.0,0.0,634.0,424.0,-0.34646305441856384,0.51506108045578
214,80.0,1,353.0,6.0,459.0,303.0,-0.540996789932251,0.11486973613500595
215,81.0,3,877.0,98.0,1080.0,687.0,0.07636656612157822,1.5291261672973633
216,81.0,1,500.0,0.0,631.0,424.0,-0.34646305441856384,0.5088852643966675
217,81.0,2,348.0,4.0,454.0,308.0,-0.5329582095146179,0.10251815617084503
218,82.0,3,876.0,101.0,1077.0,686.0,0.0747588500380516,1.5241855382919312
219,82.0,2,497.0,0.0,627.0,425.0,-0.34485530853271484,0.5002391934394836
220,82.0,1,344.0,4.0,449.0,311.0,-0.5281350612640381,0.09140172600746155
221,83.0,3,875.0,102.0,1076.0,685.0,0.0731511265039444,1.5217152833938599
222,83.0,1,497.0,0.0,626.0,426.0,-0.34324759244918823,0.4990040361881256
223,83.0,2,343.0,4.0,447.0,312.0,-0.5265273451805115,0.08769625425338745
224,84.0,3,875.0,103.0,1075.0,686.0,0.0747588500380516,1.5204800367355347
225,84.0,2,497.0,0.0,625.0,424.0,-0.34646305441856384,0.4977688491344452
226,84.0,1,339.0,6.0,440.0,308.0,-0.5329582095146179,0.0741095095872879
227,85.0,3,872.0,104.0,1071.0,684.0,0.07154341042041779,1.5118340253829956
228,85.0,1,495.0,0.0,621.0,423.0,-0.34807077050209045,0.490357905626297
229,85.0,2,335.0,5.0,438.0,313.0,-0.5249196290969849,0.06669855862855911
230,86.0,3,868.0,105.0,1069.0,686.0,0.0747588500380516,1.5044230222702026
231,86.0,2,494.0,0.0,619.0,422.0,-0.34967848658561707,0.4866524338722229
232,86.0,1,332.0,2.0,436.0,317.0,-0.5184887647628784,0.060522764921188354
233,87.0,3,864.0,107.0,1066.0,687.0,0.07636656612157822,1.495776891708374
234,87.0,1,492.0,0.0,615.0,422.0,-0.34967848658561707,0.4792414903640747
235,87.0,2,331.0,2.0,433.0,314.0,-0.5233119130134583,0.05558213219046593
236,88.0,3,859.0,108.0,1065.0,696.0,0.09083601832389832,1.4883660078048706
237,88.0,2,490.0,0.0,611.0,421.0,-0.3512862026691437,0.4718305468559265
238,88.0,1,326.0,0.0,432.0,331.0,-0.49598073959350586,0.04817118123173714
239,89.0,3,857.0,109.0,1065.0,699.0,0.09565916657447815,1.4858956336975098
240,89.0,1,489.0,0.0,610.0,422.0,-0.34967848658561707,0.46936023235321045
241,89.0,2,325.0,0.0,432.0,338.0,-0.4847267270088196,0.046936020255088806
242,90.0,3,853.0,108.0,1065.0,707.0,0.10852090269327164,1.4809550046920776
243,90.0,2,489.0,0.0,609.0,421.0,-0.3512862026691437,0.46812504529953003
244,90.0,1,323.0,1.0,427.0,326.0,-0.5040193200111389,0.038289912045001984
245,91.0,3,853.0,110.0,1065.0,706.0,0.10691318660974503,1.4809550046920776
246,91.0,1,487.0,0.0,607.0,422.0,-0.34967848658561707,0.4631844162940979
247,91.0,2,317.0,4.0,422.0,332.0,-0.49437302350997925,0.024703169241547585
248,92.0,3,850.0,113.0,1064.0,713.0,0.1181672066450119,1.4760143756866455
249,92.0,2,487.0,0.0,606.0,425.0,-0.34485530853271484,0.46194925904273987
250,92.0,1,315.0,6.0,419.0,333.0,-0.49276530742645264,0.018527377396821976
251,93.0,3,845.0,115.0,1060.0,714.0,0.11977492272853851,1.4648979902267456
252,93.0,1,486.0,0.0,605.0,424.0,-0.34646305441856384,0.4594789445400238
253,93.0,2,309.0,7.0,416.0,343.0,-0.47668811678886414,0.00741095095872879
254,94.0,3,837.0,119.0,1053.0,719.0,0.12781351804733276,1.4463706016540527
255,94.0,2,485.0,0.0,603.0,422.0,-0.34967848658561707,0.4557734727859497
256,94.0,1,304.0,9.0,414.0,354.0,-0.4590032398700714,-0.0012351585319265723
257,95.0,3,833.0,121.0,1051.0,720.0,0.12942123413085938,1.4389595985412598
258,95.0,1,485.0,0.0,603.0,422.0,-0.34967848658561707,0.4557734727859497
259,95.0,2,303.0,10.0,414.0,358.0,-0.45257237553596497,-0.0024703170638531446
260,96.0,3,824.0,126.0,1043.0,719.0,0.12781351804733276,1.4179619550704956
261,96.0,2,479.0,0.0,595.0,418.0,-0.3561093509197235,0.43848127126693726
262,96.0,1,297.0,15.0,411.0,365.0,-0.4413183629512787,-0.013586742803454399
263,97.0,3,806.0,130.0,1030.0,717.0,0.12459807842969894,1.3796720504760742
264,97.0,1,475.0,0.0,591.0,412.0,-0.3657556474208832,0.4285999834537506
265,97.0,2,288.0,16.0,406.0,373.0,-0.4284566044807434,-0.030878961086273193
266,98.0,3,801.0,133.0,1028.0,717.0,0.12459807842969894,1.3710259199142456
267,98.0,2,475.0,0.0,585.0,393.0,-0.3963022828102112,0.4211890399456024
268,98.0,1,282.0,16.0,402.0,373.0,-0.4284566044807434,-0.04323054477572441
269,99.0,3,788.0,137.0,1019.0,718.0,0.12620578706264496,1.3438524007797241
270,99.0,1,474.0,0.0,580.0,379.0,-0.41881030797958374,0.4137780964374542
271,99.0,2,275.0,14.0,397.0,373.0,-0.4284566044807434,-0.05805244669318199
272,100.0,3,781.0,143.0,1012.0,716.0,0.12299036234617233,1.326560139656067
273,100.0,2,472.0,0.0,578.0,378.0,-0.42041802406311035,0.4088374674320221
274,100.0,1,270.0,13.0,395.0,375.0,-0.4252411723136902,-0.06669855862855911
275,101.0,3,778.0,145.0,1010.0,715.0,0.12138264626264572,1.3203843832015991
276,101.0,1,470.0,0.0,576.0,377.0,-0.42202574014663696,0.4038968086242676
277,101.0,2,268.0,13.0,394.0,375.0,-0.4252411723136902,-0.07040403038263321
278,102.0,3,763.0,146.0,998.0,716.0,0.12299036234617233,1.2870351076126099
279,102.0,1,468.0,0.0,574.0,375.0,-0.4252411723136902,0.39895617961883545
280,102.0,2,264.0,13.0,391.0,375.0,-0.4252411723136902,-0.07905013859272003
281,103.0,3,756.0,144.0,994.0,717.0,0.12459807842969894,1.2734483480453491
282,103.0,1,466.0,0.0,570.0,372.0,-0.43006432056427,0.39154523611068726
283,103.0,2,262.0,13.0,389.0,372.0,-0.43006432056427,-0.08399077504873276
284,104.0,3,752.0,142.0,993.0,719.0,0.12781351804733276,1.2672725915908813
285,104.0,1,464.0,0.0,567.0,367.0,-0.43810293078422546,0.3853694498538971
286,104.0,2,258.0,13.0,385.0,370.0,-0.43327975273132324,-0.09387204051017761
287,105.0,3,753.0,143.0,991.0,718.0,0.12620578706264496,1.2660374641418457
288,105.0,1,461.0,0.0,565.0,371.0,-0.43167203664779663,0.37919366359710693
289,105.0,2,254.0,14.0,380.0,369.0,-0.43488746881484985,-0.1049884706735611
290,106.0,3,749.0,145.0,985.0,715.0,0.12138264626264572,1.2536858320236206
291,106.0,1,460.0,0.0,562.0,368.0,-0.43649518489837646,0.3742530047893524
292,106.0,2,250.0,17.0,375.0,368.0,-0.43649518489837646,-0.11610489338636398
293,107.0,3,748.0,146.0,983.0,714.0,0.11977492272853851,1.2499803304672241
294,107.0,1,459.0,0.0,561.0,367.0,-0.43810293078422546,0.37178269028663635
295,107.0,2,248.0,18.0,373.0,369.0,-0.43488746881484985,-0.12104552984237671
296,108.0,3,748.0,147.0,980.0,713.0,0.1181672066450119,1.2462749481201172
297,108.0,1,457.0,0.0,558.0,368.0,-0.43649518489837646,0.3656069040298462
298,108.0,2,245.0,27.0,365.0,367.0,-0.43810293078422546,-0.13463227450847626
299,109.0,3,747.0,144.0,979.0,715.0,0.12138264626264572,1.2438045740127563
300,109.0,1,454.0,0.0,554.0,360.0,-0.44935694336891174,0.35696080327033997
301,109.0,2,242.0,28.0,361.0,366.0,-0.4397106468677521,-0.14327837526798248
302,110.0,3,746.0,141.0,975.0,717.0,0.12459807842969894,1.2376288175582886
303,110.0,1,452.0,0.0,551.0,352.0,-0.46221867203712463,0.3507850170135498
304,110.0,2,240.0,30.0,359.0,367.0,-0.43810293078422546,-0.1482190191745758
305,111.0,3,739.0,140.0,967.0,718.0,0.12620578706264496,1.2191014289855957
306,111.0,1,447.0,0.0,548.0,350.0,-0.46543410420417786,0.34090372920036316
307,111.0,2,237.0,29.0,359.0,375.0,-0.4252411723136902,-0.1519244909286499
308,112.0,3,731.0,137.0,957.0,718.0,0.12620578706264496,1.1968685388565063
309,112.0,1,442.0,0.0,549.0,356.0,-0.4557878077030182,0.33596310019493103
310,112.0,2,236.0,28.0,361.0,382.0,-0.4139871597290039,-0.15068933367729187
311,113.0,3,728.0,136.0,953.0,718.0,0.12620578706264496,1.1882224082946777
312,113.0,1,439.0,0.0,550.0,358.0,-0.45257237553596497,0.33349278569221497
313,113.0,2,235.0,28.0,361.0,384.0,-0.4107717275619507,-0.1519244909286499
314,114.0,3,723.0,140.0,944.0,714.0,0.11977492272853851,1.17093026638031
315,114.0,1,431.0,0.0,545.0,359.0,-0.45096465945243835,0.31743574142456055
316,114.0,2,235.0,28.0,362.0,385.0,-0.4091640114784241,-0.15068933367729187
317,115.0,3,712.0,145.0,933.0,713.0,0.1181672066450119,1.1437567472457886
318,115.0,1,425.0,0.0,542.0,359.0,-0.45096465945243835,0.30631929636001587
319,115.0,2,235.0,30.0,362.0,384.0,-0.4107717275619507,-0.15068933367729187
320,116.0,3,699.0,145.0,922.0,713.0,0.1181672066450119,1.1141129732131958
321,116.0,1,421.0,0.0,542.0,361.0,-0.44774922728538513,0.30137866735458374
322,116.0,2,235.0,33.0,361.0,383.0,-0.4123794436454773,-0.1519244909286499
323,117.0,3,686.0,147.0,911.0,713.0,0.1181672066450119,1.0844690799713135
