frame_id,object_id,class,x,y,center,xmin,ymin,xmax,ymax
20,3,person,637.0,129.0,"(637, 129)",600,0,674,258
21,2,person,753.0,271.0,"(753, 271)",663,20,843,522
21,3,person,633.5,129.5,"(634, 129)",595,0,672,259
22,2,person,753.5,269.5,"(753, 270)",661,21,846,518
22,3,person,627.5,129.0,"(628, 129)",587,0,668,258
23,2,person,753.5,269.0,"(754, 269)",658,22,849,516
23,3,person,625.5,129.0,"(626, 129)",583,0,668,258
24,2,person,752.5,268.5,"(753, 268)",653,18,852,519
24,3,person,624.0,129.0,"(624, 129)",580,0,668,258
25,2,person,750.5,268.5,"(751, 268)",649,18,852,519
25,3,person,623.5,129.0,"(623, 129)",578,0,669,258
26,1,person,820.0,261.5,"(820, 261)",735,9,905,514
26,2,person,750.5,277.5,"(751, 278)",645,20,856,535
26,3,person,622.0,129.0,"(622, 129)",575,0,669,258
27,1,person,820.5,262.5,"(820, 262)",739,10,902,515
27,2,person,742.5,280.5,"(743, 281)",638,24,847,537
27,3,person,621.0,130.0,"(621, 130)",572,0,670,260
28,1,person,818.0,264.5,"(818, 264)",738,10,898,519
28,2,person,733.0,281.5,"(733, 281)",630,27,836,536
28,3,person,618.5,130.0,"(619, 130)",568,0,669,260
29,1,person,817.0,265.0,"(817, 265)",738,9,896,521
29,2,person,729.5,281.5,"(729, 281)",628,28,831,535
29,3,person,617.5,130.0,"(618, 130)",566,0,669,260
30,1,person,820.5,265.5,"(821, 266)",744,13,897,518
30,2,person,722.0,281.5,"(722, 281)",622,27,822,536
30,3,person,616.0,129.5,"(616, 129)",564,0,668,259
31,1,person,825.5,266.5,"(826, 266)",751,19,900,514
31,2,person,717.5,282.0,"(718, 282)",619,28,816,536
31,3,person,615.0,128.5,"(615, 128)",562,0,668,257
32,1,person,836.0,263.5,"(836, 263)",767,35,905,492
32,2,person,712.5,282.0,"(712, 282)",615,26,810,538
32,3,person,614.0,129.0,"(614, 129)",560,0,668,258
33,1,person,845.5,261.0,"(846, 261)",779,37,912,485
33,2,person,704.5,281.0,"(705, 281)",607,20,802,542
33,3,person,609.5,129.0,"(609, 129)",555,0,664,258
34,1,person,858.5,261.5,"(858, 262)",794,41,923,482
34,2,person,700.0,277.0,"(700, 277)",601,6,799,548
34,3,person,601.5,128.0,"(602, 128)",548,0,655,256
35,1,person,862.0,261.5,"(862, 262)",798,42,926,481
35,2,person,698.5,275.5,"(699, 276)",600,1,797,550
35,3,person,599.0,128.0,"(599, 128)",546,0,652,256
36,1,person,866.5,261.5,"(867, 261)",803,42,930,481
36,2,person,698.0,275.0,"(698, 275)",602,0,794,550
36,3,person,588.0,125.5,"(588, 125)",538,0,638,251
37,1,person,872.5,261.5,"(872, 262)",809,42,936,481
37,2,person,697.5,277.0,"(697, 276)",604,0,791,554
37,3,person,583.5,126.0,"(583, 126)",534,0,633,252
38,1,person,878.0,265.0,"(878, 265)",814,45,942,485
38,2,person,697.5,280.0,"(697, 280)",607,6,788,554
38,3,person,581.5,129.0,"(582, 129)",533,0,630,258
39,1,person,891.0,267.5,"(891, 267)",823,41,959,494
39,2,person,696.0,274.5,"(696, 274)",608,2,784,547
39,3,person,578.0,128.5,"(578, 128)",531,0,625,257
40,1,person,897.0,271.0,"(897, 271)",826,41,968,501
40,2,person,695.5,265.0,"(696, 265)",611,0,780,530
40,3,person,571.5,129.5,"(572, 129)",525,0,618,259
41,1,person,899.0,272.5,"(899, 272)",827,41,971,504
41,2,person,696.0,262.5,"(696, 262)",613,0,779,525
41,3,person,569.5,129.5,"(570, 129)",524,0,615,259
42,1,person,900.5,278.0,"(900, 278)",825,41,976,515
42,2,person,685.5,258.5,"(686, 258)",605,0,766,517
42,3,person,565.0,130.0,"(565, 130)",520,0,610,260
43,1,person,903.5,283.5,"(904, 283)",827,47,980,520
43,2,person,681.5,255.0,"(681, 255)",602,0,761,510
43,3,person,560.0,131.0,"(560, 131)",515,0,605,262
44,1,person,904.5,287.0,"(904, 287)",826,47,983,527
44,2,person,679.0,255.0,"(679, 255)",601,0,757,510
44,3,person,555.5,129.0,"(555, 129)",511,0,600,258
45,1,person,903.5,294.0,"(903, 294)",822,48,985,540
45,2,person,677.5,258.0,"(677, 258)",599,0,756,516
45,3,person,549.5,129.0,"(549, 129)",505,0,594,258
46,1,person,904.0,301.5,"(904, 301)",820,49,988,554
46,2,person,678.0,256.0,"(678, 256)",601,4,755,508
46,3,person,545.0,128.5,"(545, 128)",501,0,589,257
47,1,person,904.0,304.0,"(904, 304)",819,49,989,559
47,2,person,678.0,255.5,"(678, 255)",601,6,755,505
47,3,person,543.5,128.5,"(544, 128)",499,0,588,257
48,1,person,904.5,306.5,"(905, 306)",818,48,991,565
48,2,person,678.0,250.0,"(678, 250)",604,13,752,487
48,3,person,534.0,129.5,"(534, 129)",487,0,581,259
49,1,person,905.5,308.5,"(905, 309)",819,50,992,567
49,2,person,677.0,249.5,"(677, 249)",604,18,750,481
49,3,person,529.0,131.5,"(529, 131)",480,0,578,263
50,1,person,908.0,309.0,"(908, 309)",821,51,995,567
50,2,person,672.5,243.0,"(673, 243)",599,11,746,475
50,3,person,527.5,132.5,"(528, 132)",477,0,578,265
51,1,person,910.0,310.0,"(910, 310)",822,53,998,567
51,2,person,666.5,236.0,"(666, 236)",591,5,742,467
51,3,person,523.5,133.0,"(523, 133)",471,0,576,266
52,1,person,916.0,310.5,"(916, 311)",828,55,1004,566
52,2,person,654.5,234.5,"(655, 235)",578,1,731,468
52,3,person,522.5,135.0,"(523, 135)",468,0,577,270
53,1,person,918.0,311.0,"(918, 311)",829,56,1007,566
53,2,person,650.5,234.5,"(650, 234)",573,0,728,469
53,3,person,522.5,135.5,"(523, 135)",467,0,578,271
54,1,person,925.0,312.0,"(925, 312)",836,60,1014,564
54,2,person,645.5,237.0,"(645, 237)",568,5,723,469
54,3,person,519.0,137.0,"(519, 137)",462,0,576,274
55,1,person,933.0,312.5,"(933, 312)",843,61,1023,564
55,2,person,639.0,236.0,"(639, 236)",561,3,717,469
55,3,person,514.5,135.5,"(515, 135)",458,2,571,269
56,1,person,945.0,312.5,"(945, 312)",853,62,1037,563
56,2,person,632.0,237.0,"(632, 237)",554,4,710,470
56,3,person,508.5,135.5,"(509, 136)",451,0,566,271
57,1,person,953.0,313.0,"(953, 313)",860,63,1046,563
57,2,person,626.5,236.0,"(627, 236)",548,3,705,469
57,3,person,504.0,134.5,"(504, 134)",446,0,562,269
58,1,person,959.5,312.0,"(959, 312)",866,63,1053,561
58,2,person,626.0,239.0,"(626, 239)",548,8,704,470
58,3,person,506.5,134.0,"(507, 134)",449,1,564,267
59,1,person,961.0,311.5,"(961, 312)",867,63,1055,560
59,2,person,625.5,240.5,"(626, 241)",548,11,703,470
59,3,person,507.5,133.5,"(507, 134)",449,1,566,266
60,1,person,966.0,310.5,"(966, 311)",872,62,1060,559
60,2,person,623.0,238.5,"(623, 239)",545,8,701,469
60,3,person,491.0,128.5,"(491, 129)",436,0,546,257
61,1,person,973.0,311.5,"(973, 312)",880,65,1066,558
61,2,person,621.0,241.0,"(621, 241)",544,12,698,470
61,3,person,484.0,129.5,"(484, 129)",430,0,538,259
62,1,person,977.5,315.0,"(978, 315)",884,67,1071,563
62,2,person,619.5,239.0,"(620, 239)",543,10,696,468
62,3,person,477.0,131.5,"(477, 131)",423,0,531,263
63,1,person,981.5,323.0,"(981, 323)",888,74,1075,572
63,2,person,619.0,234.0,"(619, 234)",543,5,695,463
63,3,person,470.0,131.0,"(470, 131)",417,0,523,262
64,1,person,982.5,335.5,"(982, 336)",886,78,1079,593
64,2,person,616.5,233.5,"(616, 234)",540,1,693,466
64,3,person,461.5,141.0,"(462, 141)",407,3,516,279
65,1,person,982.0,340.5,"(982, 340)",885,80,1079,601
65,2,person,615.5,233.5,"(615, 233)",539,0,692,467
65,3,person,459.0,145.0,"(459, 145)",404,3,514,287
66,1,person,982.5,348.0,"(982, 348)",883,81,1082,615
66,2,person,613.5,232.5,"(613, 232)",538,0,689,465
66,3,person,457.5,145.0,"(458, 145)",403,2,512,288
67,1,person,982.5,355.5,"(983, 355)",882,83,1083,628
67,2,person,609.5,233.0,"(609, 233)",534,0,685,466
67,3,person,456.0,145.0,"(456, 145)",403,4,509,286
68,1,person,982.5,362.0,"(983, 362)",881,85,1084,639
68,2,person,605.5,230.0,"(606, 230)",532,2,679,458
68,3,person,455.0,146.0,"(455, 146)",403,7,507,285
69,1,person,982.0,368.5,"(982, 369)",881,90,1083,647
69,2,person,601.5,227.5,"(602, 227)",530,4,673,451
69,3,person,452.5,148.5,"(453, 148)",400,8,505,289
70,1,person,981.5,374.0,"(982, 374)",880,94,1083,654
70,2,person,598.0,219.5,"(598, 219)",529,6,667,433
70,3,person,449.5,149.5,"(449, 150)",397,8,502,291
71,1,person,981.0,376.0,"(981, 376)",880,95,1082,657
71,2,person,597.5,216.5,"(597, 216)",529,7,666,426
71,3,person,448.0,150.5,"(448, 150)",395,9,501,292
72,1,person,981.0,379.0,"(981, 379)",881,98,1081,660
72,2,person,593.5,223.5,"(593, 223)",527,18,660,429
72,3,person,446.5,149.5,"(446, 149)",392,4,501,295
73,1,person,980.5,381.0,"(981, 381)",880,98,1081,664
73,2,person,584.0,216.5,"(584, 216)",516,6,652,427
73,3,person,443.5,151.0,"(443, 151)",389,6,498,296
74,1,person,980.5,383.0,"(980, 383)",880,98,1081,668
74,2,person,579.0,215.5,"(579, 215)",511,2,647,429
74,3,person,440.5,154.5,"(441, 154)",384,7,497,302
75,1,person,979.5,389.5,"(980, 390)",878,100,1081,679
75,2,person,577.5,215.0,"(578, 215)",509,0,646,430
75,3,person,436.0,156.5,"(436, 156)",378,4,494,309
76,1,person,979.5,392.5,"(979, 392)",878,101,1081,684
76,2,person,575.0,215.0,"(575, 215)",507,0,643,430
76,3,person,430.0,154.0,"(430, 154)",373,3,487,305
77,1,person,979.0,393.0,"(979, 393)",877,101,1081,685
77,2,person,573.5,215.0,"(574, 214)",506,0,641,430
77,3,person,428.0,153.0,"(428, 153)",371,3,485,303
78,1,person,979.0,393.5,"(979, 393)",877,99,1081,688
78,2,person,572.5,214.5,"(572, 214)",506,0,639,429
78,3,person,421.0,153.5,"(421, 154)",365,4,477,303
79,1,person,979.0,393.5,"(979, 393)",877,98,1081,689
79,2,person,571.0,210.5,"(571, 210)",505,0,637,421
79,3,person,412.0,152.0,"(412, 152)",359,7,465,297
80,1,person,979.0,393.0,"(979, 393)",877,97,1081,689
80,2,person,568.0,212.0,"(568, 212)",502,0,634,424
80,3,person,406.0,154.5,"(406, 155)",353,6,459,303
81,1,person,978.5,392.5,"(979, 392)",877,98,1080,687
81,2,person,565.5,212.0,"(565, 212)",500,0,631,424
81,3,person,401.0,156.0,"(401, 156)",348,4,454,308
82,1,person,976.5,393.5,"(976, 393)",876,101,1077,686
82,2,person,562.0,212.5,"(562, 212)",497,0,627,425
82,3,person,396.5,157.5,"(397, 158)",344,4,449,311
83,1,person,975.5,393.5,"(976, 393)",875,102,1076,685
83,2,person,561.5,213.0,"(561, 212)",497,0,626,426
83,3,person,395.0,158.0,"(395, 158)",343,4,447,312
84,1,person,975.0,394.5,"(975, 394)",875,103,1075,686
84,2,person,561.0,212.0,"(561, 212)",497,0,625,424
84,3,person,389.5,157.0,"(389, 157)",339,6,440,308
85,1,person,971.5,394.0,"(972, 394)",872,104,1071,684
85,2,person,558.0,211.5,"(558, 211)",495,0,621,423
85,3,person,386.5,159.0,"(387, 159)",335,5,438,313
86,1,person,968.5,395.5,"(969, 396)",868,105,1069,686
86,2,person,556.5,211.0,"(556, 211)",494,0,619,422
86,3,person,384.0,159.5,"(384, 159)",332,2,436,317
87,1,person,965.0,397.0,"(965, 397)",864,107,1066,687
87,2,person,553.5,211.0,"(554, 211)",492,0,615,422
87,3,person,382.0,158.0,"(382, 158)",331,2,433,314
88,1,person,962.0,402.0,"(962, 402)",859,108,1065,696
88,2,person,550.5,210.5,"(550, 210)",490,0,611,421
88,3,person,379.0,165.5,"(379, 166)",326,0,432,331
89,1,person,961.0,404.0,"(961, 404)",857,109,1065,699
89,2,person,549.5,211.0,"(549, 211)",489,0,610,422
89,3,person,378.5,169.0,"(378, 169)",325,0,432,338
90,1,person,959.0,407.5,"(959, 408)",853,108,1065,707
90,2,person,549.0,210.5,"(549, 210)",489,0,609,421
90,3,person,375.0,163.5,"(375, 164)",323,1,427,326
91,1,person,959.0,408.0,"(959, 408)",853,110,1065,706
91,2,person,547.0,211.0,"(547, 211)",487,0,607,422
91,3,person,369.5,168.0,"(370, 168)",317,4,422,332
92,1,person,957.0,413.0,"(957, 413)",850,113,1064,713
92,2,person,546.5,212.5,"(547, 212)",487,0,606,425
92,3,person,367.0,169.5,"(367, 170)",315,6,419,333
93,1,person,952.5,414.5,"(953, 415)",845,115,1060,714
93,2,person,545.5,212.0,"(546, 212)",486,0,605,424
93,3,person,362.5,175.0,"(363, 175)",309,7,416,343
94,1,person,945.0,419.0,"(945, 419)",837,119,1053,719
94,2,person,544.0,211.0,"(544, 211)",485,0,603,422
94,3,person,359.0,181.5,"(359, 182)",304,9,414,354
95,1,person,942.0,420.5,"(942, 420)",833,121,1051,720
95,2,person,544.0,211.0,"(544, 211)",485,0,603,422
95,3,person,358.5,184.0,"(358, 184)",303,10,414,358
96,1,person,933.5,422.5,"(933, 423)",824,126,1043,719
96,2,person,537.0,209.0,"(537, 209)",479,0,595,418
96,3,person,354.0,190.0,"(354, 190)",297,15,411,365
97,1,person,918.0,423.5,"(918, 424)",806,130,1030,717
97,2,person,533.0,206.0,"(533, 206)",475,0,591,412
97,3,person,347.0,194.5,"(347, 195)",288,16,406,373
98,1,person,914.5,425.0,"(914, 425)",801,133,1028,717
98,2,person,530.0,196.5,"(530, 196)",475,0,585,393
98,3,person,342.0,194.5,"(342, 195)",282,16,402,373
99,1,person,903.5,427.5,"(904, 427)",788,137,1019,718
99,2,person,527.0,189.5,"(527, 189)",474,0,580,379
99,3,person,336.0,193.5,"(336, 193)",275,14,397,373
100,1,person,896.5,429.5,"(896, 429)",781,143,1012,716
100,2,person,525.0,189.0,"(525, 189)",472,0,578,378
100,3,person,332.5,194.0,"(332, 194)",270,13,395,375
101,1,person,894.0,430.0,"(894, 430)",778,145,1010,715
101,2,person,523.0,188.5,"(523, 188)",470,0,576,377
101,3,person,331.0,194.0,"(331, 194)",268,13,394,375
102,1,person,880.5,431.0,"(881, 431)",763,146,998,716
102,2,person,521.0,187.5,"(521, 187)",468,0,574,375
102,3,person,327.5,194.0,"(327, 194)",264,13,391,375
103,1,person,875.0,430.5,"(875, 431)",756,144,994,717
103,2,person,518.0,186.0,"(518, 186)",466,0,570,372
103,3,person,325.5,192.5,"(325, 192)",262,13,389,372
104,1,person,872.5,430.5,"(872, 430)",752,142,993,719
104,2,person,515.5,183.5,"(516, 183)",464,0,567,367
104,3,person,321.5,191.5,"(321, 191)",258,13,385,370
105,1,person,872.0,430.5,"(872, 431)",753,143,991,718
105,2,person,513.0,185.5,"(513, 185)",461,0,565,371
105,3,person,317.0,191.5,"(317, 191)",254,14,380,369
106,1,person,867.0,430.0,"(867, 430)",749,145,985,715
106,2,person,511.0,184.0,"(511, 184)",460,0,562,368
106,3,person,312.5,192.5,"(312, 193)",250,17,375,368
107,1,person,865.5,430.0,"(865, 430)",748,146,983,714
107,2,person,510.0,183.5,"(510, 183)",459,0,561,367
107,3,person,310.5,193.5,"(311, 194)",248,18,373,369
108,1,person,864.0,430.0,"(864, 430)",748,147,980,713
108,2,person,507.5,184.0,"(507, 184)",457,0,558,368
108,3,person,305.0,197.0,"(305, 197)",245,27,365,367
109,1,person,863.0,429.5,"(863, 429)",747,144,979,715
109,2,person,504.0,180.0,"(504, 180)",454,0,554,360
109,3,person,301.5,197.0,"(302, 197)",242,28,361,366
110,1,person,860.5,429.0,"(860, 429)",746,141,975,717
110,2,person,501.5,176.0,"(501, 176)",452,0,551,352
110,3,person,299.5,198.5,"(299, 198)",240,30,359,367
111,1,person,853.0,429.0,"(853, 429)",739,140,967,718
111,2,person,497.5,175.0,"(497, 175)",447,0,548,350
111,3,person,298.0,202.0,"(298, 202)",237,29,359,375
112,1,person,844.0,427.5,"(844, 427)",731,137,957,718
112,2,person,495.5,178.0,"(495, 178)",442,0,549,356
112,3,person,298.5,205.0,"(298, 205)",236,28,361,382
113,1,person,840.5,427.0,"(841, 427)",728,136,953,718
113,2,person,494.5,179.0,"(495, 179)",439,0,550,358
113,3,person,298.0,206.0,"(298, 206)",235,28,361,384
114,1,person,833.5,427.0,"(833, 427)",723,140,944,714
114,2,person,488.0,179.5,"(488, 179)",431,0,545,359
114,3,person,298.5,206.5,"(299, 207)",235,28,362,385
115,1,person,822.5,429.0,"(823, 429)",712,145,933,713
115,2,person,483.5,179.5,"(484, 179)",425,0,542,359
115,3,person,298.5,207.0,"(298, 207)",235,30,362,384
116,1,person,810.5,429.0,"(811, 429)",699,145,922,713
116,2,person,481.5,180.5,"(481, 180)",421,0,542,361
116,3,person,298.0,208.0,"(298, 208)",235,33,361,383
117,1,person,798.5,430.0,"(799, 430)",686,147,911,713
117,2,person,481.5,184.0,"(481, 184)",419,0,544,368
117,3,person,298.0,209.0,"(298, 209)",235,35,361,383
118,1,person,791.5,431.5,"(792, 431)",678,146,905,717
118,2,person,480.0,186.5,"(480, 186)",416,0,544,373
118,3,person,299.0,211.5,"(299, 212)",235,36,363,387
119,1,person,789.0,431.5,"(789, 432)",674,145,904,718
119,2,person,479.0,188.0,"(479, 188)",414,0,544,376
119,3,person,299.5,213.0,"(300, 213)",235,37,364,389
120,1,person,778.5,431.0,"(779, 431)",662,143,895,719
120,2,person,474.5,188.0,"(475, 188)",409,0,540,376
120,3,person,299.5,214.0,"(300, 214)",234,35,365,393
121,1,person,768.5,432.5,"(769, 433)",652,147,885,718
121,2,person,472.0,188.0,"(472, 188)",406,0,538,376
121,3,person,299.0,215.5,"(299, 215)",233,36,365,395
122,1,person,759.0,434.5,"(759, 434)",643,154,875,715
122,2,person,469.5,187.5,"(470, 187)",403,0,536,375
122,3,person,298.5,224.0,"(299, 224)",230,35,367,413
123,1,person,749.5,435.0,"(749, 435)",634,160,865,710
123,2,person,468.5,186.0,"(468, 186)",402,0,535,372
123,3,person,299.0,229.0,"(299, 229)",229,34,369,424
124,1,person,741.5,436.5,"(742, 437)",626,163,857,710
124,2,person,467.5,180.0,"(468, 180)",402,0,533,360
124,3,person,300.0,231.0,"(300, 231)",231,37,369,425
125,1,person,739.0,437.0,"(739, 437)",623,164,855,710
125,2,person,467.5,177.5,"(468, 177)",402,0,533,355
125,3,person,300.5,232.0,"(300, 232)",232,38,369,426
126,1,person,733.5,437.5,"(733, 437)",618,166,849,709
126,2,person,465.5,176.0,"(466, 176)",400,0,531,352
126,3,person,300.5,233.0,"(300, 233)",232,39,369,427
127,1,person,727.0,438.0,"(727, 438)",612,169,842,707
127,2,person,462.5,175.0,"(462, 175)",396,0,529,350
127,3,person,302.0,235.5,"(302, 236)",234,42,370,429
128,1,person,719.0,438.5,"(719, 439)",604,169,834,708
128,2,person,460.0,173.5,"(460, 173)",393,0,527,347
128,3,person,303.5,236.5,"(304, 236)",235,40,372,433
129,1,person,713.0,443.5,"(713, 443)",597,173,829,714
129,2,person,456.0,170.0,"(456, 170)",390,0,522,340
129,3,person,304.0,236.5,"(304, 236)",236,41,372,432
130,1,person,705.0,445.0,"(705, 445)",589,173,821,717
130,2,person,451.0,168.5,"(451, 168)",386,4,516,333
130,3,person,303.5,236.0,"(303, 236)",236,41,371,431
131,1,person,702.0,445.0,"(702, 445)",586,172,818,718
131,2,person,449.5,167.5,"(450, 167)",385,5,514,330
131,3,person,303.5,236.5,"(303, 236)",237,42,370,431
132,1,person,696.5,441.0,"(697, 441)",581,169,812,713
132,2,person,443.0,163.0,"(443, 163)",378,1,508,325
132,3,person,304.5,236.5,"(304, 237)",238,40,371,433
133,1,person,679.5,439.5,"(679, 440)",563,166,796,713
133,2,person,437.0,170.5,"(437, 171)",369,0,505,341
133,3,person,305.0,237.5,"(305, 237)",239,41,371,434
134,1,person,670.0,438.5,"(670, 439)",554,165,786,712
134,2,person,433.0,173.0,"(433, 173)",365,0,501,346
134,3,person,306.0,236.5,"(306, 237)",240,40,372,433
135,1,person,661.5,437.5,"(661, 437)",546,165,777,710
135,2,person,428.5,173.5,"(429, 173)",362,0,495,347
135,3,person,305.5,236.0,"(306, 236)",240,38,371,434
136,1,person,651.0,436.5,"(651, 437)",537,166,765,707
136,2,person,421.5,173.5,"(422, 173)",357,0,486,347
136,3,person,305.5,236.5,"(305, 237)",240,37,371,436
137,1,person,647.0,436.5,"(647, 437)",534,166,760,707
137,2,person,419.0,173.5,"(419, 173)",356,0,482,347
137,3,person,305.0,236.5,"(305, 237)",240,37,370,436
138,1,person,638.5,436.0,"(638, 436)",526,167,751,705
138,2,person,416.0,175.5,"(416, 175)",354,0,478,351
138,3,person,305.5,237.5,"(305, 238)",241,37,370,438
139,1,person,627.0,436.5,"(627, 436)",513,165,741,708
139,2,person,411.5,168.5,"(411, 168)",353,0,470,337
139,3,person,306.0,239.0,"(306, 239)",242,39,370,439
140,1,person,616.5,435.0,"(616, 435)",502,164,731,706
140,2,person,409.5,166.0,"(409, 165)",352,0,467,332
140,3,person,307.0,241.0,"(307, 241)",243,38,371,444
141,1,person,603.5,436.5,"(604, 436)",488,166,719,707
141,2,person,406.5,165.0,"(407, 165)",350,0,463,330
141,3,person,308.0,252.5,"(308, 253)",241,37,375,468
142,1,person,594.5,438.0,"(595, 438)",477,165,712,711
142,2,person,405.5,168.0,"(405, 168)",349,0,462,336
142,3,person,310.5,257.0,"(310, 257)",244,39,377,475
143,1,person,591.5,439.0,"(591, 439)",472,165,711,713
143,2,person,405.0,169.0,"(405, 169)",349,0,461,338
143,3,person,311.0,258.5,"(311, 258)",245,39,377,478
144,1,person,581.0,443.0,"(581, 443)",461,170,701,716
144,2,person,403.5,168.5,"(404, 168)",348,1,459,336
144,3,person,316.0,260.0,"(316, 260)",249,38,383,482
145,1,person,572.0,445.0,"(572, 445)",451,171,693,719
145,2,person,402.5,168.5,"(403, 169)",347,1,458,336
145,3,person,319.5,260.5,"(319, 261)",252,36,387,485
146,1,person,561.0,444.5,"(561, 445)",439,172,683,717
146,2,person,400.5,169.5,"(400, 170)",345,1,456,338
146,3,person,329.5,260.0,"(330, 260)",261,37,398,483
147,1,person,554.5,445.5,"(554, 446)",432,175,677,716
147,2,person,399.0,170.0,"(399, 170)",343,2,455,338
147,3,person,328.5,263.5,"(329, 264)",260,42,397,485
148,1,person,545.0,447.0,"(545, 447)",422,178,668,716
148,2,person,388.5,171.0,"(388, 171)",330,0,447,342
148,3,person,336.5,266.0,"(336, 266)",267,44,406,488
149,1,person,541.5,447.5,"(542, 447)",418,179,665,716
149,2,person,384.0,171.5,"(384, 171)",324,0,444,343
149,3,person,339.5,267.0,"(339, 267)",269,45,410,489
150,1,person,538.5,449.0,"(539, 449)",415,182,662,716
150,2,person,383.5,172.0,"(384, 172)",323,3,444,341
150,3,person,342.5,276.5,"(343, 277)",273,63,412,490
151,1,person,537.0,452.5,"(537, 453)",414,187,660,718
151,2,person,380.5,172.0,"(380, 172)",320,3,441,341
151,3,person,353.5,284.0,"(354, 284)",282,69,425,499
152,1,person,534.0,453.5,"(534, 454)",411,189,657,718
152,3,person,354.5,289.0,"(355, 289)",280,68,429,510
153,1,person,532.5,454.5,"(532, 455)",409,190,656,719
153,3,person,354.5,292.5,"(354, 293)",278,69,431,516
154,1,person,522.5,459.5,"(522, 459)",400,199,645,720
154,3,person,354.0,295.0,"(354, 295)",278,69,430,521
155,1,person,519.0,461.0,"(519, 461)",397,202,641,720
155,3,person,354.0,296.0,"(354, 296)",279,70,429,522
156,1,person,513.0,462.5,"(513, 462)",391,205,635,720
156,3,person,354.5,296.0,"(354, 296)",282,73,427,519
157,1,person,490.0,468.0,"(490, 468)",369,218,611,718
157,3,person,357.0,294.5,"(357, 294)",286,73,428,516
158,1,person,475.5,472.5,"(476, 473)",353,226,598,719
158,2,person,350.0,182.0,"(350, 182)",306,65,394,299
158,3,person,359.0,296.5,"(359, 297)",288,74,430,519
159,1,person,467.0,475.5,"(467, 475)",342,232,592,719
159,2,person,351.5,165.0,"(351, 165)",312,66,391,264
160,1,person,457.5,473.5,"(458, 474)",327,228,588,719
160,2,person,358.0,174.5,"(358, 175)",311,62,405,287
160,5,person,322.0,78.5,"(322, 78)",281,0,363,157
161,1,person,454.5,473.5,"(455, 473)",320,227,589,720
161,2,person,359.5,177.5,"(359, 177)",309,61,410,294
161,5,person,321.0,79.5,"(321, 79)",280,0,362,159
162,1,person,442.5,475.0,"(443, 475)",305,230,580,720
162,2,person,364.0,189.5,"(364, 189)",307,61,421,318
162,5,person,315.5,86.0,"(315, 86)",271,0,360,172
163,1,person,431.0,475.5,"(431, 475)",290,231,572,720
163,2,person,377.5,196.5,"(377, 197)",318,68,437,325
163,5,person,315.5,90.0,"(316, 90)",269,0,362,180
164,1,person,428.0,475.0,"(428, 475)",283,232,573,718
164,2,person,384.0,207.5,"(384, 208)",319,70,449,345
164,5,person,317.5,90.0,"(317, 90)",271,0,364,180
165,1,person,433.0,471.0,"(433, 471)",280,223,586,719
165,2,person,397.0,224.5,"(397, 225)",324,72,470,377
